product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,dimensions,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
207,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,245.31,17.35,electronics,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,673,Yellow,extra large,9.8,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,2022-02-11,4.1,285,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,1.1,357,express,26.28
208,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.",526.88,21.97,electronics,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,88,Violet,extra large,1.8,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,2010-05-29,4.8,13,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,2.5,490,free,34.92
209,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",968.99,20.76,home decor,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,362,Orange,medium,9.6,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,2020-06-05,2.2,311,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non,2.6,878,free,10.31
210,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",698.55,14.48,home decor,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,762,Blue,small,4.8,duis mattis egestas metus aenean fermentum donec ut mauris eget massa,2015-10-26,2.1,53,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,2.2,847,express,39.15
211,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",549.88,28.59,clothing,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan,495,Yellow,small,8.8,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium,2014-03-07,4.4,397,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,2.9,418,free,40.33
212,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.,918.98,11.34,toys,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut,64,Yellow,medium,1.0,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at,2017-10-28,1.7,876,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,4.3,652,express,16.66
213,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",447.6,31.38,clothing,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis,123,Violet,large,0.8,praesent lectus vestibulum quam sapien varius ut blandit non interdum in,2022-09-07,2.3,163,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh,3.8,245,standard,2.32
214,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",29.45,49.39,toys,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent,468,Teal,medium,6.7,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,2022-08-30,3.9,238,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,3.9,329,free,41.56
215,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",538.53,10.96,clothing,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec,263,Indigo,large,6.6,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula,2018-11-10,3.9,678,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,3.0,445,free,20.18
216,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",403.22,22.71,clothing,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,961,Crimson,large,8.8,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris,2020-12-03,4.7,549,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet,3.8,345,free,43.86
217,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl,"Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",864.37,17.09,clothing,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,980,Green,large,0.6,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,2014-06-03,4.2,954,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at,2.2,455,free,20.68
218,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",436.02,41.64,clothing,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,780,Violet,large,6.3,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim,2014-02-25,2.5,303,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,3.7,524,free,43.69
219,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",36.61,38.07,home decor,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,483,Fuscia,large,8.4,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,2019-10-28,1.5,628,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,1.6,573,free,24.84
220,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",559.7,23.51,beauty,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,143,Aquamarine,large,7.7,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,2019-07-30,2.0,267,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna,2.1,202,free,43.11
221,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,"In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",1.16,8.54,electronics,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum,990,Turquoise,medium,6.1,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,2016-10-01,3.6,293,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,5.0,964,free,46.32
222,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.",798.19,49.57,electronics,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,325,Orange,medium,5.2,et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a,2013-07-23,4.8,747,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,4.0,607,free,46.55
223,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget,Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,298.1,24.28,home decor,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,736,Red,small,5.0,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,2022-02-14,1.6,885,fermentum donec ut mauris eget massa tempor convallis nulla neque libero,3.5,614,free,2.38
224,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,428.76,41.81,home decor,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit,272,Purple,large,5.1,at turpis a pede posuere nonummy integer non velit donec,2010-01-25,1.1,142,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,2.0,454,standard,47.47
225,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",855.62,15.11,clothing,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque,109,Green,extra large,6.3,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi,2012-10-27,3.3,276,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,3.6,847,free,22.84
226,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere,Sed ante.,24.5,27.54,home decor,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur,354,Pink,medium,5.8,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,2012-12-24,3.7,726,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus,4.2,841,express,46.43
227,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",51.44,48.95,beauty,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,776,Mauv,medium,4.7,elementum nullam varius nulla facilisi cras non velit nec nisi,2019-06-05,3.7,598,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,3.9,694,free,30.13
228,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",178.51,15.81,toys,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,677,Green,small,8.6,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,2019-02-13,3.4,484,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque,4.2,296,express,42.03
229,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,"Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",799.59,18.8,clothing,dolor sit amet consectetuer adipiscing elit proin interdum mauris non,614,Yellow,small,2.4,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,2014-02-11,1.6,371,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,4.0,137,standard,17.03
